id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;;;;;;;;;;;
179;nzz_1997_03_20_a135_seg5_s2_hit1;Beauvoir , die vor dem Erscheinen ihres ersten Romans 1943 absolut unbekannt war , schrieb ganz offensichtlich ohne den Hintergedanken , dass ihre Korrespondenz jemals veröffentlicht werden könnte . ;schreiben;hintergedanke;;not_done;;;;;;;;;;;;;;;
180;nzz_1994_07_16_a135_seg3_s5_hit1;Wie Hansruedi Erismann , Präsident Gewerbeverein Zürichberg , Balthasar Wicki , Rechtsanwalt , Jörg Fre y , Promotor der Aktion betroffener Anrainer ( ABA ) , Monika Piesbergen , Gemeinderätin und Präsidentin FDP Kreis 7 , Daniel Holzreuter , Rechtsanwalt und Gemeinderat SVP , und Hans Diem , Präsident Gewerbeverband der Stadt Zürich und Gemeinderat CVP , vor Medienvertretern betonten , setzt sich das Komitee gegen Drogeneinrichtungen in der Stadt ein , die ohne therapeutischen Zweck geführt werden . ;führen;zweck;;not_done;;;;;;;;;;;;;;;
181;nzz_1994_01_29_a124_seg4_s9_hit1;Robert Schumanns « Märchenerzählungen » erklangen ohne romantisierende Verschleierung , nicht träumerisch verschwommen , sondern voller Zwischentöne plastisch erzählend . ;erklingen;verschleierung;;not_done;;;;;;;;;;;;;;;
182;nzz_1997_04_18_a4_seg6_s4_hit1;Demgegenüber musste Kohl nochmals klarstellen , dass Deutschland ohne Vorbehalt ein wichtiger Teil der Nato sei , zugleich aber auch Freund und Partner des Nachbars Russland sein wolle und deshalb eine Lösung unter möglichst grossem Einvernehmen anstrebe . ;sein;vorbehalt;;not_done;;;;;;;;;;;;;;;
183;nzz_1993_03_15_a136_seg3_s3_hit1;Erstmals seit 29 Jahren , als die ganze Delegation bei einem Flugzeugabsturz ums Leben kam , mussten die USA ohne Medaille die Heimreise antreten . ;antreten;medaille;;not_done;;;;;;;;;;;;;;;
184;nzz_1993_03_16_a88_seg22_s6_hit1;Eine fünfstellige Zahl von Lehrkräften arbeiten ohne direkten Vorgesetzten . ;arbeiten;vorgesetzter;;not_done;;;;;;;;;;;;;;;
185;nzz_1999_09_17_a31_seg5_s3_hit1;Noch diesen Monat wird ein Vorschlag erwartet , der es erlauben soll , das Objekt jetzt zu finanzieren und dem Bund ohne Mehrbelastung erst später zu verrechnen . ;verrechnen;mehrbelastung;;not_done;;;;;;;;;;;;;;;
186;nzz_1999_09_21_a195_seg6_s9_hit1;Die Erdölvereinigung ( EV ) mit Sitz in Zürich , die sich nach eigenem Bekunden ohne Vorbehalt zur revidierten LRV bekennt , hat diese Frage bei der Ernst Basler+Partner AG in Zürich für die Schweiz untersuchen lassen . ;bekennen;vorbehalt;;not_done;;;;;;;;;;;;;;;
187;nzz_1999_09_27_a197_seg2_s2_hit1;Nur noch Meister HC Lugano und die ZSC Lions präsentieren sich nach fünf Runden ohne Niederlage . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
188;nzz_1994_11_23_a187_seg6_s21_hit1;Vielleicht würde es auch reichen , den Beginn der Koxarthrose bis in das Alter hinauszuschieben , in dem man ohne Nachteil ein künstliches Gelenk implantieren kann . ;implantieren;nachteil;;not_done;;;;;;;;;;;;;;;
189;nzz_1994_03_14_a123_seg1_s1_hit1;Der Leader ohne Punkt aus Sitten zurück ;leader;punkt;;not_done;;;;;;;;;;;;;;;
190;nzz_1994_03_11_a22_seg9_s2_hit1;Man verlässt sie nach zwei Jahren ohne Beruf und muss diesen erst noch in einer spezialisierten Fortbildung erlernen , vorwiegend an technischen Hochschulen . ;jahr;beruf;;not_done;;;;;;;;;;;;;;;
191;nzz_1994_05_21_a121_seg3_s3_hit1;Selten kommt eine Werkbetrachtung ohne Lebensbeschreibung aus . ;kommen;lebensbeschreibung;;not_done;;;;;;;;;;;;;;;
192;nzz_1994_03_15_a21_seg7_s5_hit1;Er kommentierte jedoch den Ausgang in Niedersachsen nicht ohne versteckten Seitenhieb gegen den einstigen Rivalen und heimlichen Konkurrenten Schröder , dessen Bäume er offensichtlich nicht in den Himmel wachsen sehen will . ;kommentieren;seitenhieb;;not_done;;;;;;;;;;;;;;;
193;nzz_1994_05_27_a75_seg8_s4_hit1;Auf dem Wege des Burgerrechtserwerbs steht sie neuen Angehörigen offen - allerdings ohne Rechtsanspruch - , wenn sie mit Bern verbunden sind und mit den Zielen der Burgergemeinde übereinstimmen . ;stehen;rechtsanspruch;;not_done;;;;;;;;;;;;;;;
194;nzz_1994_05_24_a11_seg3_s7_hit1;Doch die Anklagebehörde von Palermo hat nun eruiert , dass sich Andreotti , der am fraglichen Tag in Palermo zwei Referate hielt , mehrere Stunden ohne Eskorte in der sizilianischen Hauptstadt weilte . ;weilen;eskorte;;not_done;;;;;;;;;;;;;;;
195;nzz_1998_02_16_a64_seg5_s18_hit1;Dabei habe er ihnen nicht nur ihre im Safe - ohne Quittung - deponierten 20 000 Mark nicht ausgehändigt , sondern den Fliehenden noch nachgerufen , sie sollten sich vorsehen - sein Vater habe hervorragende Beziehungen zum Geheimdienst ! ;aushändigen;quittung;;not_done;;;;;;;;;;;;;;;
196;nzz_1998_12_24_a30_seg6_s8_hit1;Wenn Behörden ohne Budget dastehen , ist das doch ein peinlicher Anblick . ;dastehen;budget;;not_done;;;;;;;;;;;;;;;
197;nzz_1997_03_03_a16_seg4_s4_hit1;Die Wendungen « mein Land » und « unsere Regierung » sind nun , wie Vertreter der Magyaren sagen , auch für diese Menschen ohne inneren Vorbehalt möglich geworden . ;werden;vorbehalt;;not_done;;;;;;;;;;;;;;;
198;nzz_1997_03_15_a221_seg9_s12_hit1;Indes muss man allen alles sagen können , auch dem « Vater » , auch dem Arzt , ohne Vorbehalt und - das markiert die Grenze zu religiösen Buss- und Reueveranstaltungen - ohne Scham . ;sagen;vorbehalt;;not_done;;;;;;;;;;;;;;;
199;nzz_1997_03_11_a125_seg3_s23_hit1;Das ist eine Weile ganz lustig , zumal man als Zuschauer eben die erwähnte « Schulreisen-Atmosphäre » geniesst , genüsslich ohne schlechtes Gewissen hustet und sich in Lausbubenmanier unter anderem überlegt , ob man zur Abwechslung nicht mal während der Vorstellung zur Toilette gehen könnte . ;husten;gewissen;;not_done;;;;;;;;;;;;;;;
200;nzz_1997_03_13_a5_seg13_s2_hit1;Sollte keine Einigung zustande kommen , muss die Initiative dem Volk ohne Empfehlung des Parlaments vorgelegt werden . ;vorlegen;empfehlung;;not_done;;;;;;;;;;;;;;;
201;nzz_1997_03_13_a44_seg6_s10_hit1;Das hiesse aber , dass die Initiative « Jugend ohne Drogen » ohne Empfehlung des Parlaments zur Abstimmung gelangen würde . ;gelangen;empfehlung;;not_done;;;;;;;;;;;;;;;
202;nzz_1997_03_06_a21_seg5_s3_hit1;Dieser konnte indes ohne Vorbehalt mit Klima im Blick auf den Amsterdamer EU-Gipfel vom kommenden Juni die Notwendigkeit eines substantiellen Ergebnisses dieser Konferenz hervorkehren , das den europäischen Integrationsprozess weiter voranzubringen habe . ;hervorkehren;vorbehalt;;not_done;;;;;;;;;;;;;;;
203;nzz_1997_03_13_a30_seg8_s3_hit1;Die Initiative müsste dem Volk ohne Empfehlung des Parlaments vorgelegt werden . ;vorlegen;empfehlung;;not_done;;;;;;;;;;;;;;;
204;nzz_1999_05_14_a167_seg3_s5_hit1;Erst als der Knaus-Verlag im letzten Dezember bei Suhrkamp , wo Benjamins Werke herauskommen , um die Abdruckerlaubnis für die Zitate ersuchte , wurde dort bemerkt , dass diese in der amerikanischen Originalausgabe ohne Genehmigung von Suhrkamp und der Nachlassverwaltung Benjamins gestanden hatten . ;gestehen|stehen;genehmigung;;not_done;;;;;;;;;;;;;;;
205;nzz_1999_03_06_a233_seg7_s52_hit1;Ich möchte behaupten , dass das Verhältnis von ethnischen und religiösen Gruppen zueinander erst dann als normal betrachtet werden kann , wenn es jedem ohne Nachteil möglich ist , andere Gruppen nicht besonders zu mögen , ohne dass sich damit irgendwelche mörderischen , menschenrechtswidrigen oder bürgerrechtswidrigen Assoziationen verbinden . ;sein;nachteil;;not_done;;;;;;;;;;;;;;;
206;nzz_1999_05_14_a213_seg3_s3_hit1;Folglich darf dies nicht ohne Aufenthaltsbewilligung der kantonalen Fremdenpolizei geschehen . ;geschehen;aufenthaltsbewilligung;;not_done;;;;;;;;;;;;;;;
207;nzz_1999_05_26_a209_seg2_s2_hit1;Liebhaber dieser guten und relativ günstigen Proteinquelle können also wieder ohne schlechtes Gewissen bis zu sieben Eier in der Woche konsumieren - dies jedenfalls behaupten amerikanische Forscher . ;konsumieren;gewissen;;not_done;;;;;;;;;;;;;;;
208;nzz_1999_03_05_a113_seg1_s11_hit1;Die Treuhand-Gesellschaft ist deshalb - ohne finanzielle Verflechtung - dem weltweiten Netz von BDO International angehängt . ;anhängen;verflechtung;;not_done;;;;;;;;;;;;;;;
209;nzz_1999_05_20_a210_seg5_s8_hit1;Er scheut kein Thema : angefangen vom Problemkreis Frau , der ihm ein beinahe wissenschaftliches Vorgehen abverlangt , über die kommunikativen Bedürfnisse des modernen Bankkontos , das man nie ohne Nachricht lassen sollte ( da es sonst nachrichtenlos ist ) , bis zur schonungslosen Entblössung dessen , der dem WG-Genossen das Waldbeerenjoghurt weg isst , obwohl er doch eigentlich auf Schoko-Kokosnuss- Aroma steht , werden viele der in öffentlichen und privaten Debatten aktuellen Themen durch Herrn Thiels Assoziationsmaschine gedreht . ;lassen;nachricht;;not_done;;;;;;;;;;;;;;;
210;nzz_1999_03_08_a21_seg1_s19_hit1;In Kärnten ist diese Möglichkeit verfassungsrechtlich durch den sogenannten Proporz , also ohne Grosse Koalition , möglich . ;sein;koalition;;not_done;;;;;;;;;;;;;;;
211;nzz_1998_08_03_a184_seg3_s24_hit1;Am Sonntag blieben Jean Alesi und Johnny Herbert zum siebentenmal in Serie ohne Punktgewinn . ;bleiben;punktgewinn;;not_done;;;;;;;;;;;;;;;
212;nzz_1998_08_08_a173_seg3_s5_hit1;Das radioaktive Material sei ohne Bezeichnung und ohne Warnung im Tresor des Labors illegal gelagert worden , heisst es im Communiqué der Firma . ;lagern;warnung;;not_done;;;;;;;;;;;;;;;
213;nzz_1998_08_08_a14_seg6_s3_hit1;Der scheidende Präsident Samper hat zwar in einer Radioerklärung am Freitag verkündet , er trete erhobenen Hauptes und ohne schlechtes Gewissen ab und werde seine weiteren Aktivitäten dem Kampf gegen die Armut in Kolumbien widmen . ;treten;gewissen;;not_done;;;;;;;;;;;;;;;
214;nzz_1999_04_01_a279_seg5_s5_hit1;Die eingangs genannten drei Marken erscheinen dann nochmals , diesmal ohne Zuschlag , zusammen mit den analog gestalteten Bildern der spätern drei Monarchen - Leopold III . ;erscheinen;zuschlag;;not_done;;;;;;;;;;;;;;;
215;nzz_1998_09_28_a194_seg20_s10_hit1;Der Meister steht im siebenten Heimspiel in Serie ohne Niederlage da , während der SCB seit sieben Matches auswärts nie mehr gewann . ;stehen;niederlage;;not_done;;;;;;;;;;;;;;;
216;nzz_1999_04_06_a135_seg1_s1_hit1;Ohne Auftrag , die Wahl zu gewinnen ;gewinnen;auftrag;;not_done;;;;;;;;;;;;;;;
217;nzz_1998_08_31_a37_seg12_s11_hit1;Sollte die Vorlage bachab geschickt werden , würde der Kanton ohne Budget dastehen und müsste im kommenden Jahr bis zur Verabschiedung eines neuen Voranschlags mit provisorischen Zwölfteln auskommen : Die Ausgaben dürften nicht höher ausfallen als im entsprechenden Monat des laufenden Jahres . ;dastehen;budget;;not_done;;;;;;;;;;;;;;;
218;nzz_1998_09_25_a255_seg2_s7_hit1;Damals erschienen zwei zusammenhängende Zehnermarken ( ohne Zuschlag ! ) ;erscheinen;zuschlag;;not_done;;;;;;;;;;;;;;;
219;nzz_1998_10_10_a26_seg5_s7_hit1;Die « Droleg » -Initiative widerspreche dieser Politik , die auf allen Ebenen und in allen Bereichen vom Willen zum Handeln ohne Tabu geprägt sei und in unserem Land von einem breit abgestützten Konsens getragen werde . ;handeln;tabu;;not_done;;;;;;;;;;;;;;;
220;nzz_1998_10_12_a21_seg3_s3_hit1;Bei wenigen Enthaltungen votierten in der offenen Abstimmung etwa zehn Delegierte gegen Glogowski , der ohne Gegenkandidat angetreten war . ;antreten;gegenkandidat;;not_done;;;;;;;;;;;;;;;
221;nzz_1998_10_13_a128_seg3_s20_hit1;Das Gerät ist noch nie verlangt worden , weil die Gesprächspartner vermutlich noch ein Telefon haben , das den Ton ohne Bild an die Walter-Mittelholzer-Strasse zu liefern beliebt . ;ton;bild;;not_done;;;;;;;;;;;;;;;
222;nzz_1998_09_02_a139_seg4_s3_hit1;Die USA haben weltweit an Ansehen eingebüsst , agieren einmal unsicher und zögerlich , dann wieder opportunistisch , arrogant und ohne kohärentes Konzept . ;agieren;konzept;;not_done;;;;;;;;;;;;;;;
223;nzz_1998_01_12_a133_seg3_s15_hit1;Immerhin : nach dem 2 : 2 in Rapperswil-Jona präsentiert sich die Mannschaft 1998 als einzige noch ohne Niederlage . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
224;nzz_1998_01_21_a202_seg3_s2_hit1;Die « New York Times » vom Dienstag enthält einen Artikel eines ehemaligen jüdischen Zivilinternierten in der Schweiz , der ohne Beschönigung , aber auch ohne Dramatisierung das Leben in einem Arbeitslager schildert und zum Schluss kommt : « Was zählte , war , dass die Schweiz überlebte - und wir mit ihr . » ;schildern;dramatisierung;;not_done;;;;;;;;;;;;;;;
225;nzz_1998_01_14_a202_seg2_s19_hit1;Dies bedeutet nun aber nicht , dass der Pulsar ganz ohne Planet dasteht . ;dastehen;planet;;not_done;;;;;;;;;;;;;;;
226;nzz_1993_09_13_a184_seg2_s10_hit1;Die Millionendefizite sollten nun in kürzester Frist weggebügelt werden , heisst es unter Hinweis auf die im Juli mitten in der Ferienzeit ausgesprochenen 15 Kündigungen und 18 Teilentlassungen « ohne Vorwarnung und ohne Sozialplan » . ;--;sozialplan;;not_done;;;;;;;;;;;;;;;
227;nzz_1993_09_24_a102_seg3_s16_hit1;Diesem Sieg zum Trotz waren jedoch vor allem die auswärtigen Besucher überaus erstaunt , wenn sie daran dachten , welch weiten Weg das norwegische Ensemble bisher ohne Niederlage hatte zurücklegen können . ;zurücklegen;niederlage;;not_done;;;;;;;;;;;;;;;
228;nzz_1993_09_15_a150_seg2_s4_hit1;Vieles ist austauschbar , ist ebenso geeignet für Damen wie für Herren : knopflose Jacken , die gebunden werden , Hosen mit Bändern in der Taille und Satinborten am Saum , weisse Blusen mit aparten Kragen , die ohne Krawatte getragen werden , Gilets aus schwarz-weiss geflecktem Kalbfell . ;tragen;krawatte;;not_done;;;;;;;;;;;;;;;
229;nzz_1993_09_23_a43_seg6_s17_hit1;Susanna dagegen lebt ihre ganze Hingabe an die Liebe , überhaupt das Verschwenderische und Rückhaltlose , das ihr eigen war : Sie verkörpert es ohne Korrektur und ohne Schutz durch Vorsicht und gesunden Menschenverstand . ;verkörpern;korrektur;;not_done;;;;;;;;;;;;;;;
230;nzz_1996_08_29_a142_seg4_s15_hit1;Das Wort Stagnation , das bisher Sta-gna-ti ( - ) on getrennt wurde und auch noch so getrennt werden darf , ist neu ohne Markierung nur als Stag-na-ti-on im Wörterverzeichnis enthalten . ;sein;markierung;;not_done;;;;;;;;;;;;;;;
231;nzz_1996_12_10_a74_seg5_s1_hit1;Die von Jean-Christian Lambelet ( Lausanne ) vorgelegte Diagnose , wonach die Schweizer Wirtschaft unter einer schlechten Stimmung leidet , kann ohne Vorbehalt geteilt werden . ;teilen;vorbehalt;;not_done;;;;;;;;;;;;;;;
232;nzz_1996_12_07_a206_seg7_s22_hit1;Orbis offeriert auch Folgeprogramme , die ohne fliegende Klinik direkt in den lokalen Spitälern stattfinden . ;stattfinden;klinik;;not_done;;;;;;;;;;;;;;;
233;nzz_1996_08_30_a134_seg4_s3_hit1;Es mehren sich die Stimmen aus der Branche , die ohne schlechtes Gewissen Filmemachen vor allem als Markthandeln begreifen . ;begreifen;gewissen;;not_done;;;;;;;;;;;;;;;
234;nzz_1996_12_13_a183_seg3_s5_hit1;Im Zentrum stehen aber auch in diesem Jahr wieder all die vielen Läuferinnen und Läufer , welche sich wirklich noch vorwiegend wegen der tollen Atmosphäre in der weihnachtlich beleuchteten Innenstadt an den Start wagen , viele wohl in der Hoffnung , sich nachher ohne schlechtes Gewissen an den üppig gedeckten Festtagstisch setzen zu können und sich keinerlei Zurückhaltung auferlegen zu müssen . ;setzen;gewissen;;not_done;;;;;;;;;;;;;;;
235;nzz_1996_02_14_a137_seg4_s27_hit1;Wie die Polizei mitteilte , wurde im Mai vergangenen Jahres bei einer nächtlichen Kontrolle ein 17jähriger Bursche festgenommen , der ohne gültigen Fahrausweis in einem gestohlenen Auto fuhr . ;fahren;fahrausweis;;not_done;;;;;;;;;;;;;;;
236;nzz_1996_12_30_a35_seg6_s5_hit1;Schwierigkeiten dieser Art kennt Eduard Faldyn aus der nordmährischen Stadt Ostrava indes nicht , obwohl auch er seit rund sechs Jahren ohne ordentliche Behausung lebt . ;leben;behausung;;not_done;;;;;;;;;;;;;;;
237;nzz_1998_07_15_a134_seg5_s6_hit1;Ohne Wissen seiner Freunde und ohne erkennbares Motiv verschafft Carlos zwei flüchtigen ETA-Bombenlegern Unterschlupf im Hotel , wo auch die polnische Fussballmannschaft logiert . ;verschaffen;motiv;;not_done;;;;;;;;;;;;;;;
238;nzz_1998_07_04_a3_seg2_s46_hit1;Unter dem Kopftuch und in der Freiheit ihrer Häuser haben Iranerinnen einen rasanten gesellschaftlichen Wandel vollzogen , der alles andere als rückschrittlich ist und in der islamischen Welt ohne Vergleich dasteht . ;dastehen;vergleich;;not_done;;;;;;;;;;;;;;;
239;nzz_1999_11_18_a216_seg3_s21_hit1;"Die Shirts zu 8 Dollar das Stück gehen weg wie warme Brötchen ; kein einziger Passagier verlässt in Katmandu das Flugzeug ohne ein textiles Souvenir . ";verlassen;souvenir;;not_done;;;;;;;;;;;;;;;
240;nzz_1993_01_09_a69_seg21_s4_hit1;Isoliert und ohne Reim steht der Satz : « Sie konnte mich nicht trösten . » ;stehen;reim;;not_done;;;;;;;;;;;;;;;
241;nzz_1993_01_23_a204_seg2_s13_hit1;Man könne ohne Nachteil darauf verzichten , da bereits heute die rasche Alarmierung der gesamten Bevölkerung gewährleistet sei . ;verzichten;nachteil;;not_done;;;;;;;;;;;;;;;
242;nzz_1996_01_20_a150_seg1_s19_hit1;Wenn dem Dietiker Stadtpräsidenten und Chef der SP-Kantonsratsfraktion von bürgerlicher Seite Konsensfähigkeit und auf Grund seiner beruflichen Tätigkeit und juristischen Ausbildung Eignung für den Regierungsrat , speziell aber zur Führung der vakanten Direktionen des Innern und der Justiz , attestiert wird , so geschieht dies mit Sicherheit ohne den illusionären Hintergedanken , mit Notter komme man bequem zu einem « stromlinienförmigen » SP-Vertreter , der leicht dazu zu bringen sei , nach der bürgerlichen Pfeife zu tanzen . ;geschehen;hintergedanke;;not_done;;;;;;;;;;;;;;;
243;nzz_1996_08_20_a156_seg5_s10_hit1;Vier Jahre jünger ist der von Kolly im zweitletzten Sprung in den zweiten Rang verwiesene Stoll , für den die Kategorie « Unterschenkelamputiert » eigentlich der falsche Ausdruck ist : Er kam schon ohne den linken Unterschenkel auf die Welt , und dementsprechend müsste die Kategorie für ihn in « Unterschenkellos » umbenannt werden , wie er lachend meinte . ;kommen;unterschenkel;;not_done;;;;;;;;;;;;;;;
244;nzz_1995_07_28_a112_seg7_s2_hit1;Anders gesagt : Die Themen universitärer Bildungspolitik , der Förderung von Minoritäten oder der Ausweitung des Lehrkanons , die Mamet vor allem im ersten Akt und bewusst ohne die Terminologie der « Affirmative action » -Diskussion anschlägt , liessen zum Beispiel einen schwarzen Studenten als Gegenspieler des weissen Professors in diesem Zweikampf der Ideologien zu . ;anschlagen;terminologie;;not_done;;;;;;;;;;;;;;;
245;nzz_1995_09_02_a206_seg6_s1_hit1;"Monatelang tauchte Borchardt , ohne ein Lebenszeichen , mit einer reisenden Engländerin unter ; Liebeswirren und schwere Krankheit warfen ihn aus der vorgezeichneten Bahn . ";tauchen;lebenszeichen;;not_done;;;;;;;;;;;;;;;
246;nzz_1994_02_22_a134_seg3_s4_hit1;Es ist dies gegenwärtig das Team der San Antonio Spurs , das in den letzten 26 Spielen nur dreimal geschlagen wurde und seit zwölf Matches ohne Niederlage dasteht . ;dastehen;niederlage;;not_done;;;;;;;;;;;;;;;
247;nzz_1994_02_26_a29_seg6_s13_hit1;Nach einem bereits eingeleiteten zweiten Anlauf zum Verkauf von Secil/CMP will die Regierung noch im ersten Halbjahr 1994 die ersten 25% von Portugals grösstem Zementhersteller , Cimpor S. A. , per öffentliche Offerte und ohne unteilbares Paket an der Börse veräussern . ;veräußern;paket;;not_done;;;;;;;;;;;;;;;
248;nzz_1994_02_26_a178_seg2_s3_hit1;Als einzige Läuferin der Spitzengruppe gelangen ihr alle fünf Dreifachsprünge mindestens einmal ohne grösseren Makel , so dass sie eine sehr hohe A-Note erhielt . ;gelingen;makel;;not_done;;;;;;;;;;;;;;;
249;nzz_1994_02_18_a101_seg3_s1_hit1;Bern , 17. Febr. ( sda ) Die Schweizerische Friedensstiftung ( SFS ) spricht sich ohne Vorbehalt für die Bereitstellung von schweizerischen Uno-Blauhelmen vor . ;sprechen;vorbehalt;;not_done;;;;;;;;;;;;;;;
250;nzz_1995_07_07_a63_seg6_s4_hit1;1934 gab die britische Regierung bekannt , dass von 1937 an die gesamte Post vom Mutterland in die Gebiete ihres Weltreiches ohne Zuschlag mit dem Flugzeug zu befördern sei . ;befördern;zuschlag;;not_done;;;;;;;;;;;;;;;
251;nzz_1995_01_25_a173_seg3_s10_hit1;Aber nennenswerte Druckphasen erreichte kein Block der Rapperswiler - auch nicht der nominelle Leaderblock , in dessen Reihen die zwei Ausländer steif wirkten , sich ohne Scheibe zu wenig bewegten : Mitläufer eben . ;bewegen;scheibe;;not_done;;;;;;;;;;;;;;;
252;nzz_1995_07_20_a166_seg2_s4_hit1;Ein Blick darauf zeigt , dass mit der « Wald-Haus- Musik » neue Wege beschritten werden : ohne Graben zwischen Podium und Publikum , mal in einem Park , ganz locker in einer Hotelhalle oder sehr festlich in einem Jugendstilsaal kommen die Veranstaltungen daher . ;kommen;graben;;not_done;;;;;;;;;;;;;;;
253;nzz_1993_12_27_a63_seg8_s5_hit1;Auffallend sei jedoch , dass Scacchia , Iten und Connelly , die ohne abgeschlossene Berufslehre dastanden , alle an massloser Selbstüberschätzung und Überheblichkeit litten . ;dastehen;berufslehre;;not_done;;;;;;;;;;;;;;;
254;nzz_1993_12_24_a82_seg3_s83_hit1;Wird die ganze Weltgeschichte wie eine goldgeränderte dunkle Wolke in der Abendröthe sich auflösen , ohne Spur , ohne Zweck , einer Laune gleich ? » ;auflösen;zweck;;not_done;;;;;;;;;;;;;;;
255;nzz_1993_02_10_a80_seg9_s3_hit1;In grosser Hast und ohne Vernehmlassung wurde jetzt die Vorlage durchgepeitscht . ;durchpeitschen;vernehmlassung;;not_done;;;;;;;;;;;;;;;
256;nzz_1993_02_20_a164_seg10_s3_hit1;Im Zug dieses Verfahrens hat die Regierung 1993 noch erhebliche Kosten zu übernehmen , um öffentliche Betriebe ohne unerträgliche Schuldenlast in die « Freiheit » zu entlassen . ;entlassen;schuldenlast;;not_done;;;;;;;;;;;;;;;
257;nzz_1994_10_21_a35_seg3_s12_hit1;Der Bundesrat stellt zwar Reformen wie etwa die Neuordnung des bundesstaatlichen Finanzausgleichs in Aussicht - aber nur in unverbindlicher Form und ohne klaren Zeithorizont . ;stellen;zeithorizont;;not_done;;;;;;;;;;;;;;;
258;nzz_1994_10_10_a86_seg10_s2_hit1;Noch geht der Boom der elektronischen Medien nicht ganz ohne schlechtes Gewissen ab ( « Sorry , Herr Gutenberg » ) , doch ist der Siegeszug der multimedialen Koch- und Kinderbücher , Lexika und Atlanten kaum aufzuhalten , ganz zu schweigen von Angeboten der dubioseren Art wie dem interaktiven Wildwest-Revolverduell oder dem garantiert keimfreien « Joy of Sex » . ;gehen;gewissen;;not_done;;;;;;;;;;;;;;;
259;nzz_1994_10_24_a126_seg3_s4_hit1;Mit dem Heimsieg steht Borba Luzern weiterhin ohne Niederlage allein an der Tabellenspitze . ;stehen;niederlage;;not_done;;;;;;;;;;;;;;;
260;nzz_1994_10_17_a151_seg3_s30_hit1;Der Meister Kloten präsentiert sich nun seit zehn Matches ( 1 : 4 im eigenen Stadion gegen Freiburg , Play-off ) ohne Niederlage . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
261;nzz_1993_01_28_a67_seg1_s15_hit1;Allerdings präsentiert die Ausstellung ihre Auswahl aus dem malerischen Werk ohne erkennbares Konzept . ;präsentieren;konzept;;not_done;;;;;;;;;;;;;;;
262;nzz_1993_07_02_a164_seg2_s8_hit1;Es war daraufhin ohne Besatzung an die Küste getrieben . ;treiben;besatzung;;not_done;;;;;;;;;;;;;;;
263;nzz_1993_07_20_a84_seg1_s7_hit1;Als er seinem Steuerberater den Fund zeigen will , kommt der Fahrstuhl von einem oberen Stockwerk des Hochhauses zurückgefahren , und zwar ohne Leiche und ohne Blutspuren . ;kommen;leiche;;not_done;;;;;;;;;;;;;;;
264;nzz_1993_01_28_a46_seg2_s17_hit1;Die Düsseldorfer Ausstellung präsentiert ihre Auswahl aus dem malerischen Werk Bonnards ohne erkennbares Konzept . ;präsentieren;konzept;;not_done;;;;;;;;;;;;;;;
265;nzz_1993_07_03_a74_seg4_s17_hit1;Dieser Wunschvorstellung setzte er die « Gründe für den Verfall der christlichen Kunst » entgegen und machte dafür nicht nur allgemeine Mängel von « Langeweile » bis « Leblosigkeit » , sondern auch die grundsätzliche Trennung von Kirchlichem und Weltlichem nicht ohne Seitenhieb auf die « Abneigung gegen die religiöse Kunst » auf seiten der Protestanten aus . ;machen;seitenhieb;;not_done;;;;;;;;;;;;;;;
266;nzz_1999_11_18_a153_seg5_s6_hit1;Geld für eine umfassende Instandsetzung der « Liegenschaft » ( keiner weiss so recht , wem sie gehört : vielleicht dem Land , vielleicht der Stadt , gearbeitet wird jedenfalls ohne Mietvertrag ) steht nicht zur Verfügung . ;arbeiten;mietvertrag;;not_done;;;;;;;;;;;;;;;
267;nzz_1999_11_04_a129_seg3_s7_hit1;Alle vier schlittern zuletzt ohne Lebensziel durchs Abitur und scheinen trotzdem den philosophischen Prüfungsfragen « Was ist ein normaler Mensch ? » ;schlittern;lebensziel;;not_done;;;;;;;;;;;;;;;
268;nzz_1999_11_02_a123_seg5_s26_hit1;Wohl aber in den Selbstmord stürzen : ohne Regung , das Gesicht verborgen unter einer fürchterlich verunstalteten Stiermaske , die der heimkommende Sohn Hyllos ihr überstülpt , hört sie sich an , was sie verursacht hat , und verschwindet , um die Konsequenzen zu ziehen . ;hören;regung;;not_done;;;;;;;;;;;;;;;
269;nzz_1999_11_03_a194_seg5_s4_hit1;Doch dann trat die Mannschaft von Trainer Skibbe , die seit der 0 : 3-Niederlage in der Meisterliga auf eigenem Terrain gegen Rosenborg Trondheim aus dem Tritt geraten ist , von allem Anfang an in der nordportugiesischen Wirtschaftsmetropole unsicher , ohne klare Stossrichtung , inkonsequent und mehrheitlich einfallslos auf . ;treten;stosrichtung|stossrichtung;;not_done;;;;;;;;;;;;;;;
270;nzz_1996_04_24_a164_seg3_s3_hit1;"Ehe ihn eine schwere und fünfmal operierte Knieverletzung zur Aufgabe der Karriere zwang , hatte der in Glasgow geborene Brown mit den Rangers , dem Dundee FC und Falkirk gespielt ; mit dem Dundee-Team brachte es der Nachwuchs-Internationale ( ohne Aufgebot für Nationalteam ) bis in einen Meistercup-Halbfinal . ";bringen;aufgebot;;not_done;;;;;;;;;;;;;;;
