;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
122;VVINF;ADJD;halten;32;NZZ_1996_11_06_a140_seg4_s1;30;Full|-2;Die von 18 Unternehmen unter dem Titel « Energiemodell Zürich » getroffene Vereinbarung , im Rahmen einer Interessengemeinschaft Anstrengungen zu unternehmen , um den Elektrizitätsverbrauch von 1989 bis 1995 konstant zu halten und den Ausstoss von Schadstoffen zu reduzieren , ist nach Abschluss der Initialphase mehr als erreicht worden .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
123;VVINF;ADJD;richten;46;NZZ_1994_10_18_a45_seg12_s3;41;Full|-2;"Die neuartige Neigetechnik dieser Züge benutzt im Gegensatz zur Hydraulik der « Pendolini » platz- und gewichtsparende elektrische Stellantriebe aus der Militärtechnik ; sie wurden entwickelt , um das Geschütz des « Leopard » -Panzers bei der Fahrt im Gelände konstant auf das Ziel zu richten .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
124;VVFIN;ADJD;weigern;39;NZZ_1993_08_26_a27_seg5_s12;38;Full|3|Sg|Past|Ind;Auch der inzwischen allseits bewilligte Erweiterungsumbau , der ursprünglich eine Schliessung des Hauses vom Juli dieses Jahres bis zum Oktober 1996 vorsah , schien dem wirtschaftlichen Tief zum Opfer gefallen zu sein , da sich die Regierung konstant weigerte , auch nur einen Penny an die veranschlagten Kosten von etwa 350 Millionen Franken beizusteuern .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
125;VVPP;ADJD;halten;6;NZZ_1999_12_08_a207_seg2_s11;5;Full|Psp;Werden Vegetation und Bodenfeuchte konstant gehalten , so berechnet das Modell eine Niederschlagsverteilung , die mit den effektiven Werten kaum übereinstimmt .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
126;VVFIN;ADJD;spielen;21;NZZ_1995_09_04_a123_seg5_s21;20;Full|3|Sg|Past|Ind;Dieses kann ihn auch gegen Becker ( Matchbilanz 2 : 2 ) weit tragen , obwohl der Deutsche bisher konstant spielte und die Neo- Kommentatorin , Martina Navratilova , hinter dem Mikrophon der TV-Station « USA » des Schweizers Können eher verniedlichte .;prozess;rein;done;ambig prozess;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
127;VVINF;ADJD;halten;6;NZZ_1999_01_09_a4_seg1_s42;4;Full|-2;Um die Bevölkerungszahl konstant zu halten , müsste ein statistischer Durchschnittswert von 1 Kindern pro Frau erreicht werden .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
128;VVFIN;ADJD;verharren;17;NZZ_1995_03_10_a46_seg6_s8;11;Full|3|Sg|Past|Ind;Dass trotz diesem Wachstum das wahlkampfrelevante Vokabular mehr oder weniger konstant auf rund 17 000 Ausdrücken verharrte , weist darauf hin , dass offenbar nach einem über die Parteigrenzen hinaus konformen Argumentationsmuster politisiert wird .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVPP;ADJD;durchhalten;8;NZZ_1997_05_24_a68_seg2_s21;7;Full|Psp;Effizienz des Bösen sehen , unheimlich konstant durchgehalten . »;prozess;rein;done;unvollständiger Satz;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
130;VVINF;ADJD;ermitteln;4;NZZ_1999_09_21_a258_seg29_s4;5;Full|3|Pl|Pres|Ind;Die ISP ihrerseits ermitteln konstant die Leistungsfähigkeit der eigenen Infrastruktur .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
131;VVFIN;ADJD;begehen;2;NZZ_1998_08_12_a129_seg6_s5;4;Full|3|Sg|Pres|Ind;Dabei begeht Duby konstant den Fehlschluss , diese sozusagen diskursiven « Frauen » recht simplistisch mit den damals lebenden Frauen gleichzusetzen , ohne ernsthaft zu versuchen , den Textstrategien mehr als ihre eigenen Argumentationsziele zu entlocken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
132;VVPP;ADJD;halten;19;NZZ_1996_01_25_a18_seg12_s2;18;Full|Psp;Eine Mehrheit der Stimmen von 3 Prozent im Ministerrat - ein Wert , der seit 1958 ungefähr konstant gehalten worden ist - , kann also nur noch 58 Prozent der Bevölkerung im EU-Raum entsprechen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
133;VVINF;ADJD;halten;31;NZZ_1996_05_29_a201_seg8_s3;29;Full|-2;Setzen wir einem Schwein Futter vor , das wir mit Wasser zu einem kalorienarmen Brei verdünnt haben , so schlürft es einfach mehr , um so die Energieaufnahme konstant zu halten .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
134;VVFIN;ADJD;geben;5;NZZ_1994_10_13_a69_seg3_s16;8;Full|3|Sg|Past|Ind;Bei den übrigen Versicherern gab es ebenso konstant doppelt so viele Freizeit- wie Berufsunfälle .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
135;VVPP;ADJD;liegen;36;NZZ_1998_08_17_a24_seg7_s14;30;Full|Psp;Spötter sprechen davon , dass die Fertigstellung zu einem beliebigen Zeitpunkt der letzten fünf Jahre immer mindestens noch zwei Jahre entfernt gewesen sei und die noch aufzuwendenden Kosten ebenfalls konstant bei rund 40 Milliarden Kronen gelegen hätten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
136;VVINF;ADJD;dirigieren;35;NZZ_1997_08_30_a120_seg7_s6;29;Full|-2;Weiter plant er eine Schule für den amerikanischen Dirigentennachwuchs , « um zu garantieren , dass junge Dirigenten hier die Chance bekommen , nicht nur gelegentlich , sondern konstant ein ihnen gewidmetes Orchester zu dirigieren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
137;VVINF;ADJD;vorweisen;11;NZZ_1995_11_09_a18_seg8_s14;8;Full|-2;Zwar kann er in letzter Zeit nur konstant niedrige Popularitätswerte vorweisen , doch besitzt an der Wahlurne die Aura des Amts noch immer ein eigenes Gewicht .;nd;nd;not of interest;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
138;VVFIN;ADJD;tendieren;2;NZZ_1999_11_27_a119_seg3_s5;8;Full|3|Sg|Past|Ind;Immerhin tendierte der Franken gegenüber dem Euro konstant bei Fr. 1.6016 .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
139;VVPP;ADJD;geben;18;NZZ_1997_07_03_a23_seg13_s3;12;Full|Psp;Meinungsumfragen hatten der Partei seit dem vergangenen Sommer in der Hauptstadt konstant rund einen Drittel der Stimmen gegeben , während PRI und PRD beide um die 20-Prozent-Marke oszillierten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
140;VVFIN;ADJD;halten;4;NZZ_1994_05_10_a56_seg8_s16;8;Full|3|Pl|Pres|Ind;Im ersten Fall halten sie ihre Beteiligung konstant , im zweiten Fall erhalten sie eine niedrigere « Dividende » , erhöhen aber ihren relativen Kapitalanteil an der Unternehmung .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
141;VVINF;ADJD;halten;20;NZZ_1999_04_13_a76_seg3_s5;19;Full|-2;Mit ihrem Nachziehen wollte sie die Wirkung des Frankfurter Entscheides neutralisieren und die Zinsdifferenz gegenüber der WWU etwa konstant halten .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
142;VVPP;ADJD;spielen;45;NZZ_1994_02_05_a189_seg3_s16;39;Full|Psp;Seinen Spitznamen « the machine » hatte der Brite unter anderem deshalb erhalten , weil ihm zwischen dem Spanish Open 1991 und eben jenem Turnier in England 1993 ein gleiches Missgeschick erspart geblieben war , weil er eben konstant wie kein anderer im Business gespielt hatte .;prozess;frequenziellPROZ;done;ambig AuW;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
143;VVFIN;ADJD;erweisen;26;NZZ_1995_01_20_a27_seg14_s9;17;Full|3|Sg|Pres|Ind;Es mag wohl sein , dass sich in sämtlichen Meinungsumfragen der Status quo für die Schotten konstant als die unpopulärste unter den drei verfügbaren Optionen erweist - hinter Autonomie und , an zweiter Stelle , Eigenstaatlichkeit .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
144;VVPP;ADJD;halten;10;NZZ_1998_08_27_a229_seg3_s11;4;Full|Psp;Die Luftfeuchtigkeit wird konstant auf ebenso bekömmlichen 45 Prozent gehalten .;prozess;frequenziellPROZ;done;ambig AuW;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
145;VVINF;ADJD;halten;31;NZZ_1999_05_07_a179_seg6_s4;29;Full|-2;Beim erwarteten Wachstum werde es kaum möglich sein , die Nachfrage auf den Landesflughäfen sicher und effizient zu bewältigen und gleichzeitig die Lärm- und Luftbelastung in der Umgebung konstant zu halten oder längerfristig sogar zu reduzieren .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
146;VVFIN;ADJD;kommen;43;NZZ_1994_08_19_a28_seg6_s1;17;Full|3|Sg|Pres|Ind;Diese Revision der separatistischen Strategie kann die Wahlaussichten des PQ nur stärken , da in Meinungsumfragen konstant der Wunsch nach einem Regierungswechsel ( zurzeit etwa 60 Prozent ) in Verbindung mit einer Ablehnung der Souveränitätsoption ( rund 55 Prozent ) zum Ausdruck kommt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
147;VVFIN;ADJD;halten;26;NZZ_1997_11_21_a143_seg5_s2;29;Full|3|Sg|Pres|Ind;Auch in Schweden gibt es einen Trend , dem amerikanischen Kino nachzueifern , das mit 75 Prozent den Markt beherrscht , aber der schwedische Eigenanteil hält sich immerhin konstant bei 15 Prozent .;prozess;rein;done;ambig prozess;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
148;VVFIN;ADJD;halten;15;NZZ_1995_02_16_a100_seg4_s5;14;Full|3|Sg|Past|Ind;Auch im Energiebereich , der als traditionelle Ertragsstütze des Konzerns das Ergebnis etwa konstant hielt , spielten die kürzlich erworbenen ostdeutschen Unternehmen eine spezielle Rolle : Das positive operative Ergebnis , das man von den betreffenden Regionalversorgern erwartet , soll für Sonderabschreibungen nach dem Fördergebietsgesetz genutzt werden .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
149;VVPP;ADJD;steigen;28;NZZ_1994_08_05_a59_seg5_s6;27;Full|Psp;"Gleichzeitig sind während der ersten vier Wochentage die Indizes der auch ausländischen Investoren zugänglichen sogenannten B-Aktien in Schanghai und Shenzhen ebenfalls zwar weniger spektakulär , aber konstant gestiegen ; erst am Donnerstag gaben die B-Aktien in Schanghai um 22 Punkte etwas nach .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150;VVPP;ADJD;spielen;16;NZZ_1999_04_09_a206_seg4_s32;15;Full|Psp;Bisher war es Montgomeries Problem gewesen , dass er noch nie vier Tage lang konstant gespielt hat .;prozess;frequenziellPROZ;done;ambig AuW;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
151;VVFIN;ADJD;stimmen;29;NZZ_1995_01_23_a22_seg6_s7;25;Full|3|Pl|Pres|Ind;Diese Dissidenten könnten jedoch in ihrem blinden Eifer nicht nur der Mutterpartei , sondern letztlich auch sich selbst gefährlich werden : Wenn sie weiterhin konstant gegen die Regierung stimmen , bringen sie diese in eine noch prekärere Lage - und ein Machtwechsel in Westminster würde den Tory-Rebellen eine zweifellos wesentlich proeuropäischere Politik unter einer Labour-Regierung bescheren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
152;VVFIN;ADJD;verletzen;36;NZZ_1994_12_03_a6_seg3_s17;33;Full|3|Pl|Past|Ind;An Bedenklichkeit steht keines der Szenarien den anderen nach : Tschetschenien ist russisches Territorium , und wenn die Beteuerungen Moskaus stimmen , dann weiss Russland also nicht , welche Kampfflugzeuge seit Tagen konstant seinen Luftraum verletzten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
153;VVPP;ADJD;steigen;15;NZZ_1998_03_20_a169_seg2_s8;11;Full|Psp;Die entsprechende Quote ist seit Februar 1994 von 1 Prozent konstant auf 3 Prozent gestiegen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
154;VMFIN;ADJD;können;38;NZZ_1999_01_06_a28_seg8_s4;27;Mod|3|Sg|Pres|Ind;Nach Auskunft von Bruno Rösli , Chef der Abteilung Friedenserhaltende Operationen im Generalstab , will das VBS dafür sorgen , dass es der OSZE in Kosovo konstant über eine längere Frist 30 ausgebildete Beobachter zur Verfügung stellen kann .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
155;VVINF;ADJD;ablesen;36;NZZ_1997_06_16_a123_seg3_s20;31;Full|-2;Dass die offiziell noch nicht bestätigten IAAF-Einladungen der kriselnden amerikanischen Leichtathletik einen zweifelhaften Dienst erweisen , war in Indianapolis nicht nur die Meinung mancher Aktiver , sondern dürfte sich am konstant sinkenden Interesse einer Öffentlichkeit ablesen lassen , die einmal mehr um ein Meeting der Spitzenklasse geprellt wurde .;nd;nd;not of interest;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
156;VVPP;ADJD;behaupten;21;NZZ_1994_04_08_a86_seg13_s7;20;Full|Psp;Ein Beitritt zu den Vereinten Nationen wird damit in keiner Weise präjudiziert , auch wenn dies von gegnerischer Seite konstant behauptet wird .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
157;VVINF;ADJD;stagnieren;14;NZZ_1995_09_06_a193_seg15_s10;9;Full|-2;Die Anbaufläche wird darum in der absehbaren Zukunft konstant auf 83 000 Hektaren stagnieren , bei einer Gesamtproduktion von 8000 Tonnen Kardamom .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
158;VVFIN;ADJD;halten;5;NZZ_1995_07_10_a80_seg9_s9;12;Full|3|Sg|Pres|Ind;Wechselkursregel : Die Zentralbank hält den realen Wechselkurs gegenüber dem Dollar konstant , indem sie den nominalen Wechselkurs entsprechend dem Zielpfad der Inflation gegenüber dem Dollar abwertet .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
159;VVFIN;ADJD;liegen;4;NZZ_1996_08_08_a28_seg2_s8;11;Full|3|Sg|Pres|Ind;In der Deutschschweiz liegt die Zahl in den letzten Jahren konstant zwischen 71 und 75 Prozent .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160;VVFIN;ADJD;halten;3;NZZ_1999_02_05_a74_seg1_s1;6;Full|3|Sg|Pres|Ind;Europäische Zentralbank hält die Zinsen konstant;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
161;VVFIN;ADJD;weigern;20;NZZ_1995_01_11_a20_seg7_s5;19;Full|3|Sg|Pres|Ind;Dieses Amt erfordert nach den belgischen Gesetzen aber die Kenntnis der niederländischen Sprache , die nachzuweisen Happart sich konstant weigert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
162;VVFIN;ADJD;fallen|fällen;5;NZZ_1999_06_24_a86_seg7_s1;9;Full|3|Sg|Pres|Ind;Das Wachstum der Ausrüstungsinvestitionen fällt seit 1993 ungebrochen konstant aus .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
163;VMFIN;ADJD;können;12;NZZ_1999_06_05_a214_seg7_s1;3;Mod|3|Sg|Pres|Ind;Wieviel Druck konstant von der Grundlinie auf den Gegner ausgeübt werden kann , dafür steht das neue Beispiel Medwedew .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
164;VVINF;ADJD;halten;6;NZZ_1998_10_21_a65_seg3_s13;4;Full|-2;Um die Bevölkerung konstant zu halten , müsste im Durchschnitt jede Frau 1 Kinder zur Welt bringen .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
165;VVPP;ADJD;verlieren;21;NZZ_1994_03_17_a35_seg11_s1;18;Full|Psp;Trotz anhaltend steigendem Diskontsatz hat der kanadische Dollar in den letzten Monaten vor allem gegenüber der US-Währung konstant an Wert verloren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
166;VVFIN;ADJD;bauen;4;NZZ_1995_10_09_a121_seg7_s7;35;Full|3|Sg|Past|Ind;In der Folge baute er seinen Vorsprung vor seinen direkten Konkurrenten mit hervorragenden Noten von 662 ( Ringe ) , 675 ( Pferdsprung ) , 712 ( Barren ) und 637 ( Reck ) konstant aus .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
167;VVFIN;ADJD;bieten;7;NZZ_1994_11_29_a152_seg3_s4;11;Full|3|Sg|Past|Ind;Problemlos für die Viertelfinals qualifiziert , bot Guarani nicht nur konstant gute Leistungen , sondern wusste auch ein Talent in seinen Reihen , das die Medien schon mit Zico und sogar mit Pelé verglichen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
168;VVFIN;ADJD;kontrollieren;13;NZZ_1996_03_06_a194_seg3_s3;18;Full|3|Pl|Past|Ind;Ohne im zweiten Heimspiel gegen die Emmentaler je forciert zu haben , kontrollierten sie die harmlosen Berner konstant .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
169;VVINF;ADJD;halten;24;NZZ_1995_04_05_a67_seg9_s3;22;Full|-2;Das Programm musste während der letzten Jahre immer wieder markant redimensioniert , also verkleinert werden , um die Kosten nur halbwegs konstant zu halten .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
170;VVPP;ADJD;liegen;11;NZZ_1996_10_17_a78_seg3_s7;8;Full|Psp;In letzter Zeit war die Zuwachsrate ziemlich konstant bei 75% gelegen , doch für Juli hat das Statistische Amt jetzt eine Revision auf 0% vorgenommen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
171;VVFIN;ADJD;vermehren;7;NZZ_1997_10_04_a210_seg9_s1;11;Full|3|Sg|Pres|Ind;Bis es jedoch soweit ist , vermehrt sich das Personal konstant .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
172;VVPP;ADJD;zunehmen;11;NZZ_1996_09_23_a201_seg4_s6;10;Full|Psp;Auch die Zahl der Apotheken hat im selben Zeitraum konstant zugenommen , allein von 1985 bis 1994 von 1364 auf 1619 Betriebe .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
173;VMINF;ADJD;sollen;29;NZZ_1998_04_18_a10_seg6_s1;31;Mod|-2;Die Behörden in Kinshasa haben die Uno-Experten , welche vor allem das Verschwinden von bis zu 180 000 rwandischen Hutu-Flüchtlingen zwischen Ende 1996 und Anfang 1997 hätten untersuchen sollen , konstant an der Aufnahme der Arbeit gehindert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
174;VVPP;ADJD;steigen;16;NZZ_1996_09_10_a126_seg8_s15;12;Full|Psp;Nachdem sie in den letzten Jahren nach einem Einbruch wieder einigermassen konstant gegen die 5000er-Marke gestiegen war , fiel sie jetzt unerklärlicherweise wieder auf 4111 zurück .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
175;VVPP;ADJD;anzeigen;15;NZZ_1999_06_05_a216_seg6_s2;10;Full|Psp;Das Thermometer , das in den vorangegangenen Tagen noch konstant dreissig und mehr Grad angezeigt hatte , fiel auf beunruhigende Werte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
176;VVFIN;ADJD;zunehmen;19;NZZ_1998_01_17_a92_seg8_s5;18;Full|3|Sg|Pres|Ind;Hinzu kommt , dass immer mehr Züge unter akuter Überfüllung leiden , weil die Zahl der Passagiere konstant zunimmt - ein durchaus positiver Effekt der Privatisierung - und zugleich die Bahngesellschaften mit dem Ziel , höhere Ausnutzungsziffern zu erreichen , die Zahl der eingesetzten Waggons reduzieren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
177;VVFIN;ADJD;spielen;10;NZZ_1999_10_07_a186_seg3_s14;15;Full|3|Sg|Pres|Ind;Seinen Stil hat Bossert nicht verändert : Noch immer spielt er unspektakulär , aber konstant .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
178;VVINF;ADJD;erhöhen;20;NZZ_1993_02_26_a207_seg3_s16;18;Full|-2;Verwaltungsratspräsident Robert Evans betonte allerdings , dass die Politik des Konzerns , die Dividende in realen Werten konstant zu erhöhen , je nach Ausgang der Monopoluntersuchung möglicherweise überprüft werden muss .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
179;VVIZU;ADJD;hochhalten;17;NZZ_1999_02_15_a168_seg4_s8;16;Full|zu;Zwar vermochte das Heimteam in keiner der drei Partien Tempo und Druck während 60 Minuten konstant hochzuhalten , dank ihren läuferischen und technischen Qualitäten bewiesen die Schweizer jedoch , dass sie in der Eishockey-Hierarchie seit dem Amtsantritt Kruegers Nationalmannschaften wie Deutschland und Italien überholt und zu den Slowaken aufgeschlossen haben .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
180;VVFIN;ADJD;betragen;15;NZZ_1996_03_07_a230_seg12_s12;19;Full|3|Sg|Pres|Ind;Das zeigt sich deutlich am Beispiel der USA : Die Reichweite der dortigen Erdölreserven beträgt seit 1960 praktisch konstant 10 Jahre , weil die dort operierenden Gesellschaften nur in die absolut notwendigen Explorationen investieren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
181;VVFIN;ADJD;verharren;5;NZZ_1996_02_27_a97_seg3_s8;8;Full|3|Pl|Past|Ind;In den vergangenen Monaten verharrten die Tagesgeldzinsen konstant unter dem Diskontsatz von derzeit 5% .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
