Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
132;VVPP;ADJD;dimensionieren;10;NZZ_1998_04_07_a203_seg7_s4;9;Full|Psp;Die vorderen Sitze sind nach schwedischer Art recht grosszügig dimensioniert, stützen den Gesäss- und Rückenbereich gut und sind selbstverständlich heizbar .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
133;VVFIN;ADJD;überhören;10;NZZ_1995_08_19_a181_seg3_s19;12;Full|1|Sg|Pres|Ind;Den rollenden Verkehr, vielleicht 25 000 Fahrzeuge, überhöre ich grosszügig .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
134;VVINF;ADJD;machen;31;NZZ_1994_06_27_a10_seg6_s9;28;Full|-2;Egal wer an der Spitze Europas stehe - für Major gebe es künftig nichts anderes, schliesst der Kommentator, als auch in Sachfragen vom britischen Veto grosszügig Gebrauch zu machen .;prozess;Gradadverbial;done;anim_like;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
135;VVFIN;ADJD;regeln;3;NZZ_1996_10_19_a68_seg7_s1;20;Full|3|Sg|Pres|Ind;In Deutschland regelt das zwingende Gesetzesrecht die Vertragsfreiheit auf den Arbeitsmärkten etwa mit Blick auf Arbeitszeiten oder Zuschläge verhältnismässig grosszügig .;prozess;rein;done;inanim;ambig agent;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
136;VVFIN;ADJD;zeigen;11;NZZ_1995_03_09_a31_seg14_s11;15;Full|3|Sg|Pres|Ind;Geht es dagegen um die Förderung der samischen Kultur, zeigt sich Vattenfall ausgesprochen grosszügig .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
137;VVPP;ADJD;versorgen;26;NZZ_1994_02_02_a62_seg2_s2;23;Full|Psp;"Zuerst habe es nach einem ganz gewöhnlichen Januar-Ultimo ausgesehen, hiess es am Markt ; die Schweizerische Nationalbank habe den Markt recht grosszügig mit Liquidität versorgt .";prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
138;VVFIN;ADJD;gruppieren;33;NZZ_1997_04_01_a101_seg3_s10;32;Full|3|Sg|Pres|Ind;Plötzlich findet man sich in einem langen dunklen Saal wieder, in dessen Tiefe, als schwebten sie im Raum, sich die von oben ins Licht getauchten Seelenhäuser staffeln, grosszügig gruppiert auf einfachen Eisentischen, deren Anordnung einen Parcours vorzeichnet und ihm seinen Rhythmus verleiht .;nd;nd;not of interest;;ModSekPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
139;VVINF;ADJD;versorgen;32;NZZ_1997_01_03_a84_seg5_s1;28;Full|-2;Die rezessive Schweizer Wirtschaft und die Höherbewertung des Frankens in der ersten Jahreshälfte haben die Schweizerische Nationalbank dazu bewogen, ihren geldpolitischen Spielraum auszunützen und den Kapitalmarkt grosszügig mit Liquidität zu versorgen .;prozess;agensorientiert;done;anim_like;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
140;VVPP;ADJD;verzeihen;19;NZZ_1996_06_11_a201_seg2_s3;18;Full|Psp;Die FPS hat ihn nicht ausgeschlossen und statt dessen Toleranz geübt, sie hat ihm einen Fehltritt grosszügig verziehen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
141;VVFIN;ADJD;gehen;3;NZZ_1997_11_24_a24_seg3_s9;5;Full|3|Sg|Pres|Ind;Wie immer geht Mandela grosszügig mit den Einzelheiten der südafrikanischen Vergangenheit um .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
142;VVINF;ADJD;behandeln;23;NZZ_1993_12_07_a55_seg15_s8;22;Full|-2;- Es stimmt nicht, dass die kantonalen Polizeibehörden bei ihren Kontrollen ( Einhaltung der 28-Tonnen-Limite ) Transportunternehmer aus der EU grosszügig behandeln ( Frage Giezendanner, aps., Aargau ) .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
143;VVFIN;ADJD;stellen;4;NZZ_1996_09_07_a169_seg3_s2;5;Full|3|Sg|Pres|Ind;Das neue Einrichtungskonzept stellt grosszügig bemessene, elegante Präsentationsflächen in den Vordergrund .;nd;nd;not of interest;;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
144;VVPP;ADJD;bezeichnen;14;NZZ_1999_07_24_a157_seg11_s9;13;Full|Psp;Gesundheitsorganisationen und Umweltverbände hingegen haben die Richtlinien als nach wie vor zu grosszügig bezeichnet und warnen vor den Folgen des Elektrosmogs .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
145;VVPP;ADJD;schätzen;6;NZZ_1999_02_08_a189_seg3_s8;5;Full|Psp;Zur Freude der - grosszügig geschätzt - 12 000 Zuschauer verbesserte dafür die Stabhochspringerin Melissa Mueller den US-Landesrekord um einen Zentimeter auf, m .;nd;nd;not of interest;;parenthese;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
146;VVFIN;ADJD;zeigen;14;NZZ_1998_08_21_a31_seg8_s6;13;Full|3|Pl|Past|Ind;Dies gefällt jenen Gemeinden nicht, die sich ihrem Lehrpersonal gegenüber wenig grosszügig zeigten .;prozess;agensorientiert;not of interest;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
147;VVPP;ADJD;bemessen;8;NZZ_1996_06_04_a187_seg5_s9;7;Full|Psp;Die kuhlenförmige Sitzbank ist für beide grosszügig bemessen und in idealer Härte gepolstert .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
148;VVFIN;ADJD;preisgeben;7;NZZ_1994_03_31_a222_seg11_s1;6;Full|3|Pl|Past|Ind;Obwohl die Portugiesen das Mittelfeld grosszügig preisgaben und das Platzteam gewähren liessen, hatten sie nicht mehr zu befürchten als klare ( optische ) gegnerische Dominanz ohne Ergebnis .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
149;VVPP;ADJD;dimensionieren;17;NZZ_1996_07_15_a63_seg4_s2;16;Full|Psp;Die auf Kosten einer allerdings bereits jetzt als lästig empfundenen Neuverschuldung verabschiedeten Impulspakete waren ja grosszügig dimensioniert, und sie wurden prozyklisch durch einen expansiven Kurs der Bank of Japan gestützt .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150;VVFIN;ADJD;garantieren;79;NZZ_1995_09_23_a165_seg2_s5;72;Full|3|Sg|Past|Ind;Biel ( gegen fünf Millionen Franken Schulden, dafür mit Igor Boldin bereits wieder mit einem dritten Ausländer ) und das alljährlich totgesagte Chur (, Millionen Franken ) retteten sich nur mit juristischen Winkelzügen und sogenannten Auffangvereinen vor dem Konkurs oder einem freiwilligen Abstieg, in Olten ist der Nachlassvertrag noch nicht zustande gekommen, in Genf droht ein frühzeitiger Kollaps des Neulings, der dem kanadischen Stürmer Andrew McKim grosszügig eine Gage von 200 000 Dollar garantierte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
151;VVPP;ADJD;tolerieren;9;NZZ_1999_10_15_a241_seg7_s2;8;Full|Psp;Nachdem man die frühere Leitung zu lange grosszügig toleriert hat, befremden nun die kaum zu erfüllenden Auflagen an das leistungswillige Team um so mehr .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
152;VVINF;ADJD;passieren;19;NZZ_1994_12_10_a92_seg3_s8;17;Full|-2;Als « raison d ' être » des Hauses lassen diese attraktiven Damen ihre graziösen Körper grosszügig Revue passieren, wobei sie auch von männlichen Tänzern unterstützt werden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
153;VVFIN;ADJD;leisten;5;NZZ_1999_03_10_a13_seg3_s6;8;Full|3|Pl|Past|Ind;Unmittelbar nach der Naturkatastrophe leisteten die USA grosszügig Hilfe und entsandten Truppenkontingente für Rettungseinsätze und den Wiederaufbau in die Region .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
154;VVPP;ADJD;bewirten;35;NZZ_1997_10_31_a89_seg3_s2;34;Full|Psp;Vor einiger Zeit wurden vier Manager des Autokonzerns verhaftet, da sie im dringenden Verdacht stehen, Erpressern - sogenannte Sokaiya - in Verletzung einschlägiger Gesetze Geld für suspekte Gegenleistungen bezahlt und sie grosszügig bewirtet zu haben .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
